Word,Frequency
বর্ধিতকরণ’,8
গওহরডাঙ্গা,8
জাপানে।,8
বলেন।মেয়র,8
মানলেই,8
"ক্যামেরাপারসন,",8
(গুলশান,8
"গাড়ি,",8
বাজারগুলোতেও,8
শোভাযাত্রায়,8
"ক্যানুলা,",8
বইমেলাnan,8
"ওয়ারী,",8
মাহাবুব-উল,8
স্টপেজে,8
সিম্পোজিয়াম,8
শনিরআখড়া,8
এইচডিইউ,8
"আসনে,",8
ব্যাংক-এ,8
হবে।ডিএনসিসি,8
থাকবে।করোনা,8
গ্রুপরে,8
"সাবরিন,",8
করেছে।রাজধানীর,8
"(জনকণ্ঠ),",8
পেক্ষাপটে,8
প্রোগ্রেস,8
প্রেষণা,8
সাইন্টিস্ট,8
মিটিং।,8
শতবার্ষিকীতে,8
স্বতঃস্ফুর্ত,8
nanসম্মিলিত,8
উদ্যানে।,8
বইমেলায়,8
স্বাস্থ্যবিধিতে,8
এভিয়েশনকে,8
"নাখালপাড়া,",8
"মাদারটেক,",8
হামিন,8
ফোয়াদ,8
"ব্যান্ড,",8
(এন,8
"নিয়েছি,",8
“এক্সিলেন্স,8
জাতিসত্ত্বার,8
উড়োজাহাজগুলো,8
বস্তিটিতে,8
রিওয়ার্ডস’,8
সিজনেই,8
মালিহার,8
ইভেন্টস,8
যাত্রাবাড়ীর,8
মেহরিন,8
সোনাসহ,8
"(usa),",8
ক্রেতাসাধারণের,8
৪০২টি,8
কল্পনাপ্রসূত,8
মহুয়া,8
সর্বজনাব,8
প্রমোটিং,8
"(সম্পাদক,",8
শর্টকাট,8
হবে।ডিএমপি,8
প্রভুদের,8
"তারিক,",8
বেরুনী,8
বিলাশবহুল,8
মোটর্স,8
মাউন্টেড,8
সুজুকির,8
জোরদারকরণ,8
"বেড়েছে,",8
সনি-,8
ডামি,8
নজিব,8
পরিক্রমায়,8
"বসেছি,",8
মাহমুদ।মঙ্গলবার,8
মুহ.,8
খান।শনিবার,8
দৌড়াচ্ছেন,8
র‌্যাব।শুক্রবার,8
ছবিবর্তমান,8
"উপরন্তু,",8
ঋণপত্রের,8
(এটিএম),8
সমঝোতা,8
ডিআইজি),8
ঢাকাবাসী।,8
কাওরানবাজার,8
(জাইকা)।,8
ইউটার্ন।,8
বাণিজ্যমেলা।,8
কাদার,8
খালগুলোকে,8
প্রাধান্যের,8
কাবুল।,8
ধূলিকণা,8
৮১তম,8
অ্যানেক্স,8
জনশৃঙ্খলা,8
আছে।কিন্তু,8
হয়।বাংলাদেশ,8
স্বল্পমেয়াদি,8
"একর),",8
প্রতিবেদনnan,8
"রিপাবলিক,",8
শিল্পীগোষ্ঠীর,8
সিটিটিভি,8
পরিবহনেও,8
ভগত,8
লেকশোরে,8
দৃঢ়তার,8
পুরাতনের,8
শরণ,8
ধাপগুলোর,8
(অঞ্চল-৫),8
মানিয়েছে,8
আগামসি,8
"ফরিদাবাদ,",8
মালিটোলা,8
নবীজীর,8
সিপাহীবাগ,8
প্রতিষ্ঠাকে,8
অক্ষরজ্ঞান,8
স্ত্রীর।,8
আস‌নের,8
সাংসদপুত্র,8
কাইচাবাড়ি,8
থাকবেনnan,8
স্মরণসভায়,8
প্রোভাইডার্স,8
অপটিক,8
অপারেটরদের।,8
‘ডোন্ট,8
তাদেরটা,8
আদালতগুলো,8
ফুটবাথ,8
এনক্লোজারের,8
সচিব-২,8
রিসাদ,8
মনোনয়নবঞ্চিত,8
"শিল্পীগোষ্ঠী,",8
হয়নি।তিনি,8
ব্যক্তিমালিকানা,8
বেলকনি,8
বাড়িই,8
দল।গতকাল,8
শ্রম-ঘামের,8
তৃতীয়-চতুর্থ,8
পাইপটি,8
"কাউছার,",8
হবে।’আজ,8
উদ্বোধনকালে,8
"রূপনগর,",8
পেট্রোলিয়ামের,8
বিমানবন্দরnan,8
দপ্তর-সংস্থা,8
মোজাইক,8
ধূমপানে,8
হবে।কিছু,8
কেজিতেও,8
সমাবেশসহ,8
আর্চওয়ের,8
nanলেনদেন,8
বিরুদ্ধে।nan,8
পরিচালনাধীন,8
সমস্যা-,8
"অভিযুক্ত,",8
কাউন্টারসহ,8
আছি।এ,8
আয়োজক,8
ওয়েজবোর্ড,8
নগরবাসীকে।,8
মেজবাহ্,8
কর;,8
নগরায়ণ,8
মানিকমিয়া,8
তেজকুনি,8
নিচ্ছিলো,8
মৌসমে,8
কারাগার।,8
‘কারাগারে,8
হবে।কোন,8
ভাষানটেকের,8
"গড়াচ্ছে,",8
ইনিস্টিটিউটে,8
ধুপখোলা,8
বিজি-০০১,8
বহ্মপুত্র,8
(ভারত,8
কবলিত।,8
কনভেশন,8
শুকরানা,8
"১৬০,",8
"১৫৯,",8
"১৫৬,",8
মুখোমুখিnan,8
শাহরিজ,8
তলা),8
"পানিদূষণ,",8
প্রমাণই,8
পদ-পদবীর,8
এরমধ্যেও,8
সংশ্নিষ্টরা,8
নিচে),8
প্রপোজাল,8
অ্যালাইনমেন্ট,8
অপকর্মগুলো,8
ম্যানুফেকচারার্স,8
(সিআরও),8
রেবিন,8
চিকিৎসাবিজ্ঞান,8
মর্যদাপূর্ণ,8
৩৪nan,8
সাম্প্রতি,8
"রাজারবাগ,",8
দিয়াবাড়িতে,8
ক‌রে‌ছে।,8
১.৯০,8
যান-যন্ত্রপাতি,8
জলাবদ্ধতাও,8
"ধরছি,",8
"মোহাম্মদপুর,",8
যায়নি।ঢাকা,8
(মিরপুর),8
"সেক্টর-৪,",8
"কেন্দ্র-৫,",8
"সেকশন-১,",8
পাঠিয়েই,8
"দেশকে,",8
"এসেছিলাম,",8
ঢাকা-দুবাই,8
চেয়েছেন।এর,8
নাসিমও,8
বিজিএমই,8
থাকবেন।এর,8
"গেন্ডারিয়া,",8
নাসিমের।,8
মনোয়ার।,8
বাসাগুলো,8
লাইন-,8
"ভাষানটেক,",8
‘সংসদে,8
৩৬টি।,8
ওরকম,8
ঠেকানো।,8
চি‌কিৎসক,8
বিজিএমইর,8
"গ্রিন,",8
ফারহানের,8
সবাইতো,8
গোপনে।,8
অন্তস্থল,8
মহাপরিদপ্তরকে,8
(সিপিসি-১),8
দূরত্বসহ,8
দাঁড়িয়েছি।,8
করবে।সূত্র,8
জন্মগতভাবে,8
পিছনেও,8
রয়েছে!,8
জামশেদুল,8
কারারক্ষীরা,8
রয়েছে।নতুন,8
"জেনারেটর,",8
(আইসোলেশন),8
নার্সরা।,8
চিকিত্সকদের,8
গমনকারী,8
দুলু।,8
হজমজনিত,8
নাম্বার।,8
শরীয়তের,8
আহ,8
রওনাকুল,8
শর্তnan,8
বনরুই,8
পেয়াঁজের,8
চাকুরিচ্যুতির,8
‘সম্প্রচার,8
বার্তায়।,8
ইউনূসকে,8
মুজাহিদদের,8
গেছে।ঘটনার,8
আরিফুন্নেসা,8
(আইইডিসিআর,8
মন্ত্রক,8
আজিজুল।,8
বলবো-,8
"এলিস,",8
মোল্লাপাড়ার,8
প্রেডিকশন,8
ডিমটি,8
কলংকিত,8
(সূত্র:,8
প্রয়াতদের,8
লোকটার,8
পেতেছিলেন,8
ইমরানসহ,8
তিনি।ভোট,8
(ডাব),8
‘ফোর,8
ফারসাদ,8
শুরুরাজধানীর,8
খাদ্যনালীর,8
অ্যাসোসিয়েট,8
বিজ্ঞাপনদাতারা,8
সা’দ,8
"(ফারুক),",8
র‌্যাব।র‌্যাবের,8
জন।প্রতিবেদনে,8
বুকিংও,8
(আকারভেদে),8
পূরণেই,8
ততখানি,8
"সাজা,",8
nanতৎসংলগ্ন,8
জাহাঙ্গীরnan,8
ক্যাসিনোতে,8
যায়।ঢাকা,8
টেন্ডারবাজিতে,8
nanমার্কেট,8
nanবিকালে,8
জিসানnan,8
nanসে।,8
বডিতে,8
"পাতিল,",8
nanপ্রত্যেকের,8
‘পাঠাও’,8
অপু।অপু,8
বাজেটnan,8
nanঐচ্ছিক,8
ভবনই,8
দুভাবে,8
nanআগেও,8
nanপরিচিত,8
নিচ্ছেনnan,8
যাবে।কোরবানির,8
nanবর্ষায়,8
পড়বেnan,8
অমৃতের,8
nanকরপোরেশনের,8
nanআলমগীর,8
nanআসেন।,8
কিশোর-তরুণরা,8
জারিফার,8
'লাভলেট',8
ইভটিজিংসহ,8
লিখনের,8
গৃহকর্তাকে,8
মমিনবাগ,8
এবারnan,8
খাদেমদের,8
nanসভাপতিত্ব,8
কুকুরগুলোর,8
আন্তর্জাতিকnan,8
স্ট্যান্ডার্ডে,8
হাইকোর্ট।nan,8
মানহীন।,8
nanতীব্র,8
রেলগেটের,8
সিলভারডেল,8
বিএনপি।nan,8
চালক),8
nanআমেরিকার,8
এলএ,8
nanমাওলানা,8
nanফুটপাত,8
এনায়েতুল্লাহ,8
nanপ্রমুখ,8
"টাকা।""nan",8
ডিজিসহ,8
জঙ্গিমুক্ত,8
স্যার’।,8
nanইকবাল,8
(টিআইএন),8
nanপৌরসভার,8
জানাবnan,8
হয়।তদন্ত,8
যাত্রীবেশী,8
মাঝিরকান্দা,8
nanমারাত্মক,8
nanআনতে,8
nanবাসা,8
nanশিশুদের,8
রয়েছে।জানতে,8
প্লাজাnan,8
nanতেমনি,8
নেংড়া,8
নোয়াখালীতে।,8
যাচ্ছিলেনnan,8
উদ-দৌলাকে,8
অন্ত:সত্ত্বা,8
পাননিnan,8
এসেছেনnan,8
গুমকে,8
nanআছেন।,8
nanবিক্রির,8
nanআইনি,8
কঠোরnan,8
nanকমলাপুর,8
শ্রদ্ধা-ভালোবাসা,8
nanমতোই,8
nanমাহবুব,8
দৃশ্যের।,8
‘জমি,8
হাউজিংয়ে,8
‘তুলে,8
nanদামে,8
পাঠাই,8
পরিচয়ে।,8
নিয়োগসহ,8
নেতারা।মঙ্গলবার,8
বোল্ডার,8
পাইনি।’,8
গেছে।’তিনি,8
nanপরামর্শ,8
টেলিগ্রামের,8
nanব্যাপার।,8
ব্যাঙnan,8
রূপান্তর।,8
পণ্যেরই,8
nanক্লাব,8
ডেঙ্গুবিষয়ক,8
হয়।স্বাস্থ্য,8
রয়েছে।গতকাল,8
কর্মকর্তারা।এর,8
কতোটুকু,8
অ্যামিনো,8
ওড়িশায়,8
উল্লেখযোগ্যহারে,8
"২৪১,",8
"(সর্বোচ্চ),",8
নম্বর’,8
বিএসএমএমইউ-এর,8
কোভ্যাক্সিনের,8
"নিয়েছেন,",8
(কম,8
হবে।পররাষ্ট্র,8
corona_virusগত,8
দশোর্ধ্ব,8
"জন।এছাড়া,",8
ইন্দোনেশিয়ায়।,8
জনের।এদিকে,8
হুনান,8
nanশিগগিরই,8
৬৮৭টি,8
জন।বিভাগ,8
হয়েছে।২৪,8
৫৫টি।,8
৫৯টি।,8
ডব্লিউএইচওnan,8
রাষ্ট্রদূতেরা,8
গেছেন।২৪,8
শতাংশ।এছাড়া,8
হবে।জাহিদ,8
নেবে।এ,8
না।কেউ,8
ছড়ায়নি,8
চীনেরই,8
(সিইপিআই),8
ধরনগুলো,8
মাথাচাড়া,8
টেলিফোনে,8
ভ্যারিয়েন্ট।,8
"ঘটাচ্ছে,",8
লাগবে;,8
জন।আন্তর্জাতিক,8
মেডিসিনস,8
ছাড়ালো।,8
সিকোয়েন্সিংয়ের,8
আর্তনাদ।,8
